id,type,subtype,name,rank,slash,crush,pierce,blaze,freeze,spark,divine,parent,skill,cost,prereq,materials
M-BB-001,Melee,Buster Blade,Bonebreaker,1,17,95,0,0,0,0,0,-,Oregano I,350,-,Aragami Bone Chip:1|Angel Shell:1|Weak Tool Steel:1
M-BB-002,Melee,Buster Blade,Bonebreaker II,2,21,121,0,0,0,0,0,M-BB-001,Oregano II,448,M-BB-001,Simian Larynx:1|Impure Soft Iron:1|Ogre Helm:1
M-BB-003,Melee,Buster Blade,Bonebreaker N,4,38,216,0,0,0,0,0,M-BB-002,Oregano III,2800,M-BB-002,Chimera Spark Skull:1|King Armor:1|Jewel Steel:1|Poison Metal:1
M-BB-004,Melee,Buster Blade,Bonebreaker X,6,51,294,0,0,0,0,0,M-BB-003,Oregano IV,4160,M-BB-003,Hanuman Mesh:1|Simian Armor+:1|Hanuman Redstone:1|Soft Iron:1
M-BB-005,Melee,Buster Blade,Skullbreaker,8,68,387,0,0,0,0,0,M-BB-004,"Oregano IV, Freakout I",8800,M-BB-004,Chaotic Moss:1|Chaotic Horn:1|Chaotic Tektite:1|Chaotic Lichen:1|Pure Jewel Steel:1
M-BB-006,Melee,Buster Blade,Skullbreaker II,10,86,492,0,0,0,0,0,M-BB-005,"Oregano IV, Freakout II",13600,M-BB-005,Lucifer Ingot:1|Lucifer Prong:1|Lucifer Asteria:1|Adamantite:1|Holy Jewel Steel:1
M-BB-007,Melee,Buster Blade,Skullbreaker N,12,93,529,0,0,0,0,0,M-BB-006,"Oregano IV, Freakout III",40800,M-BB-006,Detonator:2|Conqueror Steel:2|Conqueror Jade:2|Conqueror Crown:1|Titanium Superalloy:1
M-BB-008,Melee,Buster Blade,Skullbreaker EX,14,102,581,0,0,0,0,0,M-BB-007,"Oregano IV, Freakout IV",96000,M-BB-007,Generic Compound Core:1
M-BB-009,Melee,Buster Blade,Claymore P,0,46,69,0,0,0,0,0,-,Cleaver I,350,-,Ogre Tail:1|Brittle Titanium:1
M-BB-010,Melee,Buster Blade,Claymore,1,48,71,0,0,0,0,0,M-BB-009,Cleaver II,280,M-BB-009,Pixie Shell:1|Brittle Titanium:1
M-BB-011,Melee,Buster Blade,Claymore II,4,108,162,0,0,0,0,0,M-BB-010,Cleaver V,2800,M-BB-010,Titanium:1|Impure Oil:1|Chimera Spark Fur:1|Wild Barrel:1
M-BB-012,Melee,Buster Blade,Claymore N,6,147,220,0,0,0,0,0,M-BB-011,Cleaver VI,4160,M-BB-011,Blaze Knight Armor:1|Blaze Knight Shield:1|Nickel:1|Tungsten:1|Draconic Redstone:1
M-BB-013,Melee,Buster Blade,Claymore X,10,246,369,0,0,0,0,0,M-BB-012,"Cleaver IV, Buster Blade Master II",13600,M-BB-012,Prince's Pin:1|Prince's Sanctum:1|Nickel Chromoly:1|Tungsten Alloy:1|Draconic Horn:1
M-BB-014,Melee,Buster Blade,Claymore V,13,281,421,0,0,0,0,0,M-BB-013,"Cleaver VI, Buster Blade Master III",52000,M-BB-013,Titanium Superalloy:1|Ultra-pure Oil:1|Emperor Pelt:1|Emperor Incisor:1|Cryo Barrel:1
M-BB-015,Melee,Buster Blade,Claymore EX,14,291,436,0,0,0,0,0,M-BB-014,"Cleaver VI, Buster Blade Master IV",96000,M-BB-014,Generic Compound Core:1
M-BB-016,Melee,Buster Blade,Flesh Claymore,2,60,91,0,0,0,1,0,M-BB-010,Cleaver III,448,M-BB-010,Sensor:1|Ogre Helm:1
M-BB-017,Melee,Buster Blade,Flesh Claymore II,3,81,122,0,0,0,1,0,M-BB-016,Cleaver IV,664,M-BB-016,Sensor:1|Angel Shell:1
M-BB-018,Melee,Buster Blade,Flesh Claymore N,5,127,191,0,0,0,1,0,M-BB-017,Cleaver V,3360,M-BB-017,Spark Ogre Spire:1|Spark Ogre Mask:1|Rough Barrel:1|King Grease:1
M-BB-019,Melee,Buster Blade,Flesh Claymore X,6,147,220,0,0,0,1,0,M-BB-018,Cleaver VI,4160,M-BB-018,Spark Ogre Spire:1|Prince's Iron:1|Spark Ogre Mask:1|Prince's Shield:1|Draconic Redstone:1
M-BB-020,Melee,Buster Blade,Demon Claymore,7,177,266,0,0,0,1,0,M-BB-019,"Cleaver VI, Buster Blade Master I",7760,M-BB-019,Chaotic Horn:1|Diablo Eye:1|High-Speed Steel:1|Tungsten Alloy:1|Sage Stone:1
M-BB-021,Melee,Buster Blade,Demon Claymore II,10,246,369,0,0,0,1,0,M-BB-020,"Cleaver VI, Buster Blade Master II",13600,M-BB-020,Spark Knight Soft Steel:1|Spark Knight God Needle:1|Spark Knight Ambrosia:1|Cemented Carbide:1|Adamantite:1
M-BB-022,Melee,Buster Blade,Demon Claymore N,12,265,397,0,0,0,1,0,M-BB-021,"Cleaver VI, Buster Blade Master III",40800,M-BB-021,Raven Spark Bone:1|Chimera Spark Claw:1|Spark Knight Cuirass:1|Volt Generator:1|Cemented Carbide:1
M-BB-023,Melee,Buster Blade,Demon Claymore EX,14,291,436,0,0,0,1,0,M-BB-022,"Cleaver VI, Buster Blade Master IV",96000,M-BB-022,Generic Compound Core:1
M-BB-024,Melee,Buster Blade,Sacred Claymore,5,127,191,0,0,0,0,1,M-BB-011,Cleaver VI,3360,M-BB-011,Chaotic Horn:1|Chaotic Moss:1|Mithril Silver:1|Damascus Steel:1
M-BB-025,Melee,Buster Blade,Sacred Claymore II,7,177,266,0,0,0,0,1,M-BB-024,"Cleaver VI, Buster Blade Master I",7760,M-BB-024,Pure Jewel Steel:1|Titanium Alloy:1|Helios Slash:1|Helios Steel:1|Yaksha Thread:1
M-BB-026,Melee,Buster Blade,Sacred Claymore N,9,220,330,0,0,0,0,1,M-BB-025,"Cleaver VI, Buster Blade Master II",9600,M-BB-025,Yin-Yang Carver:1|Lucifer Prong:1|Helios Raiment:1|Yin-Yang Sash:1|Helios Steel:1
M-BB-027,Melee,Buster Blade,Sacred Claymore X,10,246,0,0,0,0,0,1,M-BB-026,"Cleaver VI, Buster Blade Master III",13600,M-BB-026,Helios Raiment:1|Yin-Yang Ingot:1|Helios Ambrosia:1|Yin-Yang Sash:1|Orichalcum:1
M-BB-028,Melee,Buster Blade,Sacred Claymore V,12,265,397,0,0,0,0,1,M-BB-027,"Cleaver VI, Buster Blade Master IV",40800,M-BB-027,Invictus Guard:1|Helios Ingot:1|Helios Ambrosia:1|Philosopher's Stone:1|Orichalcum:1
M-BB-029,Melee,Buster Blade,Sacred Claymore EX,14,291,436,0,0,0,0,1,M-BB-028,"Cleaver VI, Buster Blade Master IV",96000,M-BB-028,Generic Compound Core:1
M-BB-030,Melee,Buster Blade,Heatcracker,2,20,119,0,1,0,0,0,-,Matchless Jewel I,560,-,Simian Trunk:1|Duralumin:1|Plastic:1
M-BB-031,Melee,Buster Blade,Heatcracker II,3,28,166,0,1,0,0,0,M-BB-030,Matchless Jewel II,664,M-BB-030,Plastic:1|Brittle Tungsten:1|Blaze Stone:1
M-BB-032,Melee,Buster Blade,Heatcracker N,4,38,221,0,1,0,0,0,M-BB-031,Matchless Jewel III,2800,M-BB-031,Knight Armor:1|Knight Shield:1|Damascus Steel:1|Blaze Crystal:1
M-BB-033,Melee,Buster Blade,Heatcracker X,5,45,261,0,1,0,0,0,M-BB-032,Matchless Jewel IV,3360,M-BB-032,Blaze Knight Armor:1|Blaze Knight Shield:1|Blaze Knight Redstone:1|Blaze Ogre Tooth:1|Blaze Crystal:1
M-BB-034,Melee,Buster Blade,Firecracker,6,51,301,0,1,0,0,0,M-BB-033,"Matchless Jewel IV, Furinkazan I",4160,M-BB-033,Hot Barrel:1|Blaze Knight Shield:1|Blaze Ogre Tooth:1|Blaze Ogre Mask:1|Plastic:1
M-BB-035,Melee,Buster Blade,Firecracker II,7,62,363,0,1,0,0,0,M-BB-034,"Matchless Jewel IV, Furinkazan II",7760,M-BB-034,Simian Power Armor:1|Wyrm Amethyst:1|Wyrm Blaze Horn:1|Pure Soft Iron:1|Aragami Claw:1
M-BB-036,Melee,Buster Blade,Firecracker N,10,86,505,0,1,0,0,0,M-BB-035,"Matchless Jewel IV, Furinkazan III",13600,M-BB-035,Phantom Armor:1|Phantom Horn:1|Phantom Cataphract:1|Serpent Blaze Helm:1|Holy Serpent Guard:1
M-BB-037,Melee,Buster Blade,Firecracker X,13,98,576,0,1,0,0,0,M-BB-036,"Matchless Jewel IV, Furinkazan IV",52000,M-BB-036,Serpent Carapace:1|Serpent Soft Steel:1|Holy Serpent Guard:1|Phantom Helm:1|Phantom Cataphract:1
M-BB-038,Melee,Buster Blade,Firecracker EX,14,102,596,0,1,0,0,0,M-BB-037,"Matchless Jewel IV, Furinkazan IV",96000,M-BB-037,Generic Compound Core:1
M-BB-039,Melee,Buster Blade,Kongou Club,2,0,139,0,0,0,0,0,-,Advice I,560,-,Simian Fragment:1|Simian Trunk:1|Simian Armament:1
M-BB-040,Melee,Buster Blade,Kongou Staff II,3,0,194,0,0,0,0,0,M-BB-039,Advice II,664,M-BB-039,Simian Fragment:1|Simian Trunk:1|Simian Armament:1|Simian Tail:1
M-BB-041,Melee,Buster Blade,Kongou Staff N,5,0,306,0,0,0,0,0,M-BB-040,Advice III,3360,M-BB-040,Simian Armor+:1|Simian Drum:1|Simian Great Tail:1|Simian Fragment:1|Simian Redstone:1
M-BB-042,Melee,Buster Blade,Kongou Smasher,6,0,353,0,0,0,0,0,M-BB-041,Advice IV,4160,M-BB-041,Simian Armor+:1|Simian Drum:1|Simian Great Tail:1|Simian Larynx:1|Simian Redstone:1
M-BB-043,Melee,Buster Blade,Kongou Smasher II,8,0,464,0,0,0,0,0,M-BB-042,Advice V,8800,M-BB-042,Simian Power Armor:2|Simian Drum:2|Simian Power Tail:2|Simian Pharynx:2|Simian Redstone:1
M-BB-044,Melee,Buster Blade,Guardian Smasher,9,0,529,0,0,0,0,0,M-BB-043,Advice VI,9600,M-BB-043,Simian Power Armor:3|Hanuman Femur:2|Simian Drum:2|Simian Pharynx:2|Simian Redstone:1
M-BB-045,Melee,Buster Blade,Guardian Smasher II,11,0,614,0,0,0,0,0,M-BB-044,Advice VI,16000,M-BB-044,Simian Power Tail:2|Simian Fragment:2|Simian Drum:2|Simian Pharynx:1|Simian Redstone:1
M-BB-046,Melee,Buster Blade,Guardian Smasher N,13,0,674,0,0,0,0,0,M-BB-045,Advice VI,52000,M-BB-045,Hanuman Forcefield:3|Ultra-pure Mistle:2|Simian Drum:2|Simian Pharynx:1|Hanuman Cowl:1
M-BB-047,Melee,Buster Blade,Guardian Smasher EX,14,0,697,0,0,0,0,0,M-BB-046,Advice VI,96000,M-BB-046,Generic Compound Core:1
M-BB-048,Melee,Buster Blade,Sawblade,2,42,98,0,0,0,0,0,-,Adversary I,560,-,Weak Tool Steel:1|Pixie Shell:1|Angel Shell:1
M-BB-049,Melee,Buster Blade,Sawblade II,4,78,184,0,0,0,0,0,M-BB-048,Adversary II,2800,M-BB-048,Avian Limb:1|Avian Talon:1|Avian Mask:1|Pixie Elastomer:1
M-BB-050,Melee,Buster Blade,Sharp Sawblade,5,92,217,0,0,0,0,0,M-BB-049,Adversary III,3360,M-BB-049,Fallen King Armor:1|Raven Wing:1|Pluto Gun:1|Pluto Grease:1|Avian Tendon:1
M-BB-051,Melee,Buster Blade,Sharp Sawblade II,6,106,250,0,0,0,0,1,M-BB-050,Adversary IV,4160,M-BB-050,Chaotic Moss:1|Chaotic Claw:1|Chaotic Gun:1|Damascus Steel:1|Jewel Steel:1
M-BB-052,Melee,Buster Blade,Foxblade,8,140,329,0,0,0,0,1,M-BB-051,"Adversary IV, Keen Eyes I",8800,M-BB-051,Chaotic Horn:1|Chaotic Gun:1|Royal Ice Wing:1|Royal Fang:1|Draconic Cannon+:1
M-BB-053,Melee,Buster Blade,Foxblade II,9,160,375,0,0,0,0,1,M-BB-052,"Adversary IV, Keen Eyes II",9600,M-BB-052,Yin-Yang Sash:1|Pixie Gum:1|Witch Quill:1|Witch Crown:1|Pixie Carapace:1
M-BB-054,Melee,Buster Blade,Foxblade N,11,186,435,0,0,0,0,1,M-BB-053,"Adversary IV, Keen Eyes III",16000,M-BB-053,Abyssal Horn:1|Abyssal Claw:1|Lucifer Lichen:1|Chaotic Toxin:1|Orichalcum:1
M-BB-055,Melee,Buster Blade,Foxblade X,13,204,477,0,0,0,0,1,M-BB-054,"Adversary IV, Keen Eyes IV",52000,M-BB-054,Lucifer Prong:1|Lucifer Poison:1|Yin-Yang Sickle:1|Yin-Yang Scaft:1|Orichalcum:1
M-BB-056,Melee,Buster Blade,Foxblade EX,14,211,494,0,0,0,0,1,M-BB-055,"Adversary IV, Keen Eyes IV",96000,M-BB-055,Generic Compound Core:1
M-BB-057,Melee,Buster Blade,Ice Splitter,3,59,138,0,0,1,0,0,M-BB-048,Adversary II,664,M-BB-048,Avian Wing:1|Avian Claw:1|Cold Ogre Fang:1|Pixie Elastomer:1
M-BB-058,Melee,Buster Blade,Ice Splitter II,4,78,184,0,0,1,0,0,M-BB-057,Adversary III,2800,M-BB-057,Draconic Fin:1|Draconic Fang:1|Freezing Ogre Fang:1|Cinnabar:1
M-BB-059,Melee,Buster Blade,Ice Splitter N,6,106,250,0,0,1,0,0,M-BB-058,Adversary IV,4160,M-BB-058,Chaotic Moss:1|Chaotic Claw:1|Chaotic horn:1|Damascus Steel:1|Freeze Crystal:1
M-BB-060,Melee,Buster Blade,Iceberg Splitter,8,140,329,0,0,1,0,0,M-BB-059,"Adversary IV, Keen Eyes I",8800,M-BB-059,Chaotic Lichen:1|Lucifer Ingot:1|Royal Ice Wing:1|Royal Fang:1|Pixie Rime Shell:1
M-BB-061,Melee,Buster Blade,Iceberg Splitter II,10,179,419,0,0,1,0,0,M-BB-060,"Adversary IV, Keen Eyes II",13600,M-BB-060,Lucifer Shooter:1|Lucifer Ingot:1|Lucifer Asteria:1|Freezing Barrel:1|Pixie Rime Shell:1
M-BB-062,Melee,Buster Blade,Iceberg Splitter N,12,192,450,0,0,1,0,0,M-BB-061,"ADversary IV, Keen Eyes III",40800,M-BB-061,Lucifer Prong:1|Lucifer Ingot:1|Lucifer Lichen:1|Lucifer Poison:1|Orichalcum:1
M-BB-063,Melee,Buster Blade,Iceberg Splitter X,13,204,477,0,0,1,0,0,M-BB-062,"Adversary IV, Keen Eyes IV",52000,M-BB-062,Lucifer Ingot:1|Lucifer Asteria:1|Yin-yAng Sickle:1|Yin-Yang CrownÃƒÆ’Ã‚Â­br>1x Orichalcum:1
M-BB-064,Melee,Buster Blade,Iceberg Splitter EX,14,211,494,0,0,1,0,0,M-BB-063,"Adversary IV, KEen Eyes IV",96000,M-BB-063,Generic Compound Core:1
M-BB-065,Melee,Buster Blade,Guardblade: Red,3,183,0,0,0,0,0,1,-,Aspiration I,830,-,Yaksha Helm:1|Yaksha Plate:1|Yaksha Fragment:1
M-BB-066,Melee,Buster Blade,Guardblade: Red II,4,257,0,0,0,0,0,1,M-BB-065,Aspiration II,2800,M-BB-065,Yaksha Fragment:1|Yaksha Thread:1|Yaksha Plate:1|Yaksha Helm:1
M-BB-067,Melee,Buster Blade,Guardblade: Cherry,6,349,0,0,0,0,0,1,M-BB-066,Aspiration III,4060,M-BB-066,Yaksha Thread:1|Yaksha Stock:1|Yaksha Plate:1|Yaksha Helm:1|Yaksha Tile:1
M-BB-068,Melee,Buster Blade,Guardblade: Cherry II,8,459,0,0,0,0,0,1,M-BB-067,Aspiration IV,8800,M-BB-067,Yaksha Horn:2|Yaksha Cop:2|Yaksha Incisor:2|Yaksha Talon:2|Yaksha Stock:2
M-BB-069,Melee,Buster Blade,Guardblade: Violet,9,523,0,0,0,0,0,1,M-BB-068,"Aspiration IV, Lift Up I",9600,M-BB-068,Yaksha Barrier:2|Yaksha Spaulder:2|Yaksha Incisor:2|Yaksha Barrel:1|Yaksha Talon:1
M-BB-070,Melee,Buster Blade,Guardblade: Violet II,12,628,0,0,0,0,0,1,M-BB-069,"Aspiration IV, Lift Up II",40800,M-BB-069,Yaksha Shredder:2|Yaksha Spaulder:2|Yaksha Tusk:2|Yaksha Filament:1|Toughened Ceramic:1
M-BB-071,Melee,Buster Blade,Guardblade: Wing,13,667,0,0,0,0,0,1,M-BB-070,"Aspiration IV, Lift Up III",52000,M-BB-070,Yaksha Shredder:3|Yaksha Spaulder:2|Yaksha Tower Helm:2|Yaksha Filament:2|Pure Damascus:1
M-BB-072,Melee,Buster Blade,Guardblade: Wing EX,14,690,0,0,0,0,0,1,M-BB-071,"Aspiration IV, Lift Up IV",96000,M-BB-071,Generic Compound Core:1
M-BB-073,Melee,Buster Blade,Tiger Sword,3,94,94,0,0,0,2,0,-,Polished Offense I,830,-,Chimera Fur:1|Chimera Skull:1|Chimera Wing:1|Chimera Fang:1
M-BB-074,Melee,Buster Blade,Tiger Sword II,4,132,132,0,0,0,2,0,M-BB-073,Polished offense II,2800,M-BB-073,Chimera Spark Fur:1|Chimera Spark Skull:1|Chimera Wing:1|Chimera Tusk:1
M-BB-075,Melee,Buster Blade,Tiger Sword N,6,180,180,0,0,0,2,0,M-BB-074,Polished Offense III,4160,M-BB-074,Chimera Spark Fur:1|Chimera Spark Skull:1|Chimera Wing:1|Chimera Tusk:1|Generator:1
M-BB-076,Melee,Buster Blade,Tiger Sword X,8,237,237,0,0,0,2,0,M-BB-075,Polished Offense IV,8800,M-BB-075,Chimera Spark Fur:1|Chimera Spark Skull:1|Chimera Great Wing:1|Chimera Tusk:1|Emperor Limb:1
M-BB-077,Melee,Buster Blade,Tiger Sword: King,9,270,270,0,0,0,2,0,M-BB-076,"Polished Offense IV, Buildup I",9600,M-BB-076,Chimera Spark Fur:2|Chimera Spark Skull:2|Chimera Spark Wing:2|Chimera Tusk:1|Chimera spark Claw:1
M-BB-078,Melee,Buster Blade,Tiger Sword: King II,12,324,324,0,0,0,2,0,M-BB-077,"Polished Offense IV, Buildup II",40800,M-BB-077,Chimera Spark Fur:3|Chimera Spark Skull:3|Chimera Spark Claw:3|Chimera Spark Wing:2|Volt Generator:1
M-BB-079,Melee,Buster Blade,Tiger Sword: King N,13,344,344,0,0,0,2,0,M-BB-078,"Polished Offense IV, Buildup III",52000,M-BB-078,Chimera Storm Fur:2|Chimera Spark Skull:2|Chimera Femur:2|Chimera Storm Claw:2|Chimera Amethyst:1
M-BB-080,Melee,Buster Blade,Tiger Sword: King EX,14,356,356,0,0,0,2,0,M-BB-079,"Polished Offense IV, Buildup IV",96000,M-BB-079,Generic Compound Core:1
M-BB-081,Melee,Buster Blade,Tiger Sword: Queen,6,184,184,0,0,1,0,0,M-BB-074,Polished Offense III,4160,M-BB-074,Royal Fang:1|Royal Filigree:1|Conductor:1|Royal Wing:1|Royal Armor:1
M-BB-082,Melee,Buster Blade,Tiger Sword: Queen II,8,242,242,0,0,1,0,0,M-BB-081,Polished Offense IV,8800,M-BB-081,Royal Ice Wing:1|Royal Crown:1|Royal Bone:1|Royal Fang:1|Royal Ice Armor:1
M-BB-083,Melee,Buster Blade,Tiger Sword: Queen N,10,308,308,0,0,1,0,0,M-BB-082,"Polished Offense IV, Buildup II",13600,M-BB-082,Empress Wreath:1|Empress Fang:1|Royal Redstone:1|Royal Ice Wing:1|Oracle Freeze Stone:1
M-BB-084,Melee,Buster Blade,Tiger Sword: Queen X,11,320,320,0,0,1,0,0,M-BB-083,"Polished Offense IV, Buildup III",16000,M-BB-083,Empress Wreath:2|Empress Fang:2|Royal Redstone:2|Royal Ice Wing:1|High Conductor:1
M-BB-085,Melee,Buster Blade,Tiger Sword: Queen EX,14,363,363,0,0,1,0,0,M-BB-084,"Polished Offense IV, Buildup IV",96000,M-BB-084,Generic Compound Core:1
M-BB-086,Melee,Buster Blade,Destro-Panther,3,96,96,0,1,0,0,0,-,Energy Surge I,830,-,King Skull:1|King Gun:1|King Steel:1
M-BB-087,Melee,Buster Blade,Destro-Panther II,4,135,135,0,1,0,0,0,M-BB-086,Energy Surge II,2800,M-BB-086,King Cranium:1|King Gun:1|King Armor+:1|King Pad:1
M-BB-088,Melee,Buster Blade,Destro-Panther N,5,159,159,0,1,0,0,0,M-BB-087,Energy surge III,3360,M-BB-087,King Cranium:1|Ignitor:1|King Armor+:1|King Pad:1|King Grease:1
M-BB-089,Melee,Buster Blade,Destro-Panther X,6,184,184,0,1,0,0,0,M-BB-088,Energy Surge IV,4160,M-BB-088,King Cranium:1|King Feeler:1|King Armor+:1|King Pad:1|Ignitor:1
M-BB-090,Melee,Buster Blade,Thermo-Leopard,9,275,275,0,1,0,0,0,M-BB-089,Energy Surge V,9600,M-BB-089,Ares Armor:1|Anathema Raiment:1|Ares Gun:1|King Cranium:1|King Sensor:1
M-BB-091,Melee,Buster Blade,Thermo-Leopard II,10,308,308,0,1,0,0,0,M-BB-090,"Energy Surge V, Cicada Chorus II",13600,M-BB-090,Ares Armor:2|Anathema Raiment:1|Conqueror Gun:1|King Cranium:1|King Sensor:1
M-BB-092,Melee,Buster Blade,Thermo-Leopard N,11,320,320,0,1,0,0,0,M-BB-091,"Energy Surge V, Cicada Chorus III",16000,M-BB-091,Ares Armor:2|Anathema Raiment:1|Conqueror Gun:1|Ares Grease:1|King Sensor:1
M-BB-093,Melee,Buster Blade,Thermo-Leopard EX,14,363,363,0,1,0,0,0,M-BB-092,"Energy Surge V, Cidaca Chorus IV",96000,M-BB-092,Generic Compound Core:1
M-BB-094,Melee,Buster Blade,Lightning Digger,7,221,221,0,0,0,1,0,M-BB-089,Energy Surge V,7760,M-BB-089,Anathema Filigree:1|Anathema Gun:1|Anathema Armor:1|King Nephrite:1|Detonator:1
M-BB-095,Melee,Buster Blade,Lightning Digger II,8,242,242,0,0,0,1,0,M-BB-094,"Energy surge V, Cicada Chorus I",8800,M-BB-094,Anathema Crown:1|Anathema Shooter:1|King Nephrite:1|Anathema Frame:1|Detonator:1
M-BB-096,Melee,Buster Blade,Lightning Digger N,10,308,308,0,0,0,1,0,M-BB-095,"Energy Surge V, Cicada Chorus II",13600,M-BB-095,Anathema Crown:2|Conqueror Gun:2|Conqueror Armor:1|Conqueror Jade:1|Anathema Frame:1
M-BB-097,Melee,Buster Blade,Lightning Digger X,12,331,331,0,0,0,1,0,M-BB-096,"Energy surge V, Cicada Chorus III",40800,M-BB-096,Conqueror Crown:2|Conqueror Armor:2|Conqueror Gun:1|Conqueror Steel:1|Conqueror Grease:1
M-BB-098,Melee,Buster Blade,Lightning Digger V,13,351,351,0,0,0,1,0,M-BB-097,"Energy Surge V, Cicada Chorus IV",52000,M-BB-097,Conqueror Crown:2|Conqueror Armor:3|Conqueror Jade:1|Conqueror Steel:1|Conqueror Grease:1
M-BB-099,Melee,Buster Blade,Lightning Digger EX,14,363,363,0,0,0,1,0,M-BB-098,"Energy Surge V, Cicada Chorus IV",96000,M-BB-098,Generic Compound Core:1
M-BB-100,Melee,Buster Blade,Cryo-Hetzer,5,159,159,0,0,1,0,0,M-BB-087,Energy Surge III,3360,M-BB-087,Pluto Skull:1|Pluto Gun:1|Fallen King Armor:1|Freeze Crystal:1|Ignitor:1
M-BB-101,Melee,Buster Blade,Cryo-Hetzer II,6,184,184,0,0,1,0,0,M-BB-100,Energy surge IV,4160,M-BB-100,Pluto Skull:1|Pluto Gun:1|Fallen King Armor:1|Freeze Crystal:1|Pluto Grease:1
M-BB-102,Melee,Buster Blade,Cryo-Hetzer N,7,221,221,0,0,1,0,0,M-BB-101,Energy Surge V,7760,M-BB-101,Pluto Skull:1|Pluto Gun:1|Fallen King Armor:1|Detonator:1|Pluto Grease:1
M-BB-103,Melee,Buster Blade,Cryo-Hetzer X,8,242,242,0,0,1,0,0,M-BB-102,"Energy Surge V, Cicada Chorus I",8800,M-BB-102,Pluto Skull:2|Pluto Frost Gun:2|Pluto Ice Armor:1|King Shock Absorber:1|Pluto Grease:1
M-BB-104,Melee,Buster Blade,Cryo-Hetzer V,10,308,308,0,0,1,0,0,M-BB-103,"energy Surge V, Cicada Chorus II",13600,M-BB-103,Pluto Skull:3|Ice King Gun:2|Ares Alloy:2|Detonator:1|Ice King Armor:1
M-BB-105,Melee,Buster Blade,Cryo-Hetzer S,11,320,320,0,0,1,0,0,M-BB-104,"Energy Surge V, Cicada Chorus III",16000,M-BB-104,Ares Armor:3|Conqueror Armor:2|Ice King Grease:1|Ice King Gun:2|Ares Alloy:1
M-BB-106,Melee,Buster Blade,Cryo-Hetzer EX,14,363,363,0,0,1,0,0,M-BB-105,"Energy Surge V, Cicada Chorus IV",96000,M-BB-105,Generic Compound Core:1
M-BB-107,Melee,Buster Blade,Kongou Ice Club,4,0,246,0,0,1,0,0,-,Advice I,3500,-,Wukong Mask:1|Wukong Armor:1|Wukong Rumbler:1|Wukong Redstone:1
M-BB-108,Melee,Buster Blade,Kongou Staff Frz II,5,0,306,0,0,1,0,0,M-BB-107,Advice II,3360,M-BB-107,Wukong Mask:1|Wukong Armor:1|Wukong Redstone:1|Wukong Rumbler:1|Simian Trunk:1
M-BB-109,Melee,Buster Blade,Kongou Staff Frz N,6,0,353,0,0,1,0,0,-,Advice III,4160,-,Wukong Mask:1|Wukong Armor:1|Wukong Redstone:1|Wukong Rumbler:1|Freeze Crystal:1
M-BB-110,Melee,Buster Blade,Kongou Staff Frz X,7,0,425,0,0,1,0,0,M-BB-109,Advice IV,7760,M-BB-109,Wukong Mask:1|Wukong Armor+:1|Wukong Power Bone:1|Wukong Amethyst:1|Pure Mistle:1
M-BB-111,Melee,Buster Blade,Guardian Chill,9,0,529,0,0,1,0,0,M-BB-110,Advice V,9600,M-BB-110,Wukong Mask:2|Wukong Armor+:1|Boreas Rumbler:1|Wukong Amethyst:1|Oracle Freeze Stone:1
M-BB-112,Melee,Buster Blade,Guardian Chill II,11,0,614,0,0,1,0,0,M-BB-111,Advice VI,16000,M-BB-111,Wukong Mask:2|Wukong Armor+:2|Boreas Rumbler:1|Wukong Amethyst:2|Hanuman Ambrosia:1
M-BB-113,Melee,Buster Blade,Guardian Chill N,13,0,674,0,0,1,0,0,M-BB-112,Advice VI,52000,M-BB-112,Wukong Cowl:3|Wukong Power Armor:2|Boreas Rumbler:1|Wukong Hematic:2|Hanuman Ambrosia:1
M-BB-114,Melee,Buster Blade,Guardian Chill EX,14,0,697,0,0,1,0,0,M-BB-113,Advice VI,96000,M-BB-113,Generic Compound Core:1
M-BB-115,Melee,Buster Blade,Yaegaki,5,120,179,0,0,0,0,2,-,Reassurance I,4200,-,Lucent Crystal:1|Mahogany Branch:1|Vermilion:1|Angel Armor:1|Impure Jewel Steel:1
M-BB-116,Melee,Buster Blade,Yaegaki II,6,143,213,0,0,0,0,2,M-BB-115,Reassurance II,4160,M-BB-115,Hanuman Redstone:1|Oil:1|Damascus Steel:1|Anathema Gun:1|Anathema Armor:1
M-BB-117,Melee,Buster Blade,Tsumugari,8,188,280,0,0,0,0,2,M-BB-116,Reassurance III,8800,M-BB-116,Helios Raiment:1|Helios Steel:1|Diablo Plumage:1|Helios Carver:1|Helios Sash:1
M-BB-118,Melee,Buster Blade,Kusanagi,9,215,319,0,0,0,0,2,M-BB-117,Reassurance IV,9600,M-BB-117,Phoenix Crown:1|Phoenix Claw:1|Helios Crystal:1|Oracle Lucent Stone:1|Mahogany:1
M-BB-119,Melee,Buster Blade,Murakumo,10,240,357,0,0,0,0,2,M-BB-118,"Reassurance IV, Team Tactics I",13600,M-BB-118,Yin-Yang Ingot:1|Yin-Yang Carver:1|Yin-Yang Sash:1|Yin-Yang Halo:1|Orichalcum:1
M-BB-120,Melee,Buster Blade,Murakumo II,13,274,407,0,0,0,0,2,M-BB-119,"Reassurance IV, Team Tactics II",52000,M-BB-119,Invictus Carver:1|Invictus Corona:1|Elder's Horn:1|Ultra-Pure Mistle:1|Oracle Lucent Stone:1
